"5,638,443","09/412,404",35USC103
"6,801,804","11/701,749",35USC102
"5,212,087","12/905,612",35USC102
"5,824,543","08/982,284",35USC102
"6,714,457","11/704,908",35USC102
"6,549,130","10/006,246",35USC102
"6,258,179","10/300,590",35USC102
"5,946,678","09/348,652",35USC122
"4,361,244","11/503,087",35USC102
"6,221,832","11/200,679",35USC102
"7,063,070","11/402,891",35USC102
"5,483,261","11/300,356",35USC102
"6,509,006","10/804,679",35USC119
"6,093,809","09/502,498",35USC102
"4,109,238","08/935,116",35USC102
"6,460,030","09/612,565",35USC102
"6,339,658","12/301,682",35USC103
"5,728,379","09/615,039",35USC102
"7,187,816","11/604,673",35USC103
"6,124,909","10/006,660",35USC103
"6,164,529","09/408,858",35USC102
"6,182,215","09/701,084",35USC102
"4,049,007","10/702,441",35USC102
"6,059,724","09/707,576",35USC102
"5,346,891","09/700,713",35USC103
"6,152,713","11/004,123",35USC102
"6,384,806","09/614,154",35USC103
"6,414,130","09/506,079",35USC102
"5,189,679","10/001,057",35USC102
"5,739,635","09/509,121",35USC102
"5,651,072","09/522,178",35USC102
"5,139,794","11/301,577",35USC102
"5,268,305","10/102,540",35USC102
"6,736,306","10/805,499",35USC102
"5,158,548","11/703,341",35USC102
"1,268,278","12/500,045",35USC102
"5,599,172","11/804,705",35USC102
"5,113,498","08/947,254",35USC119
"6,412,488","11/501,071",35USC102
"5,670,488","08/397,225",35USC119
"6,190,173","09/710,611",35USC102
"6,723,705","09/303,040",35USC102
"6,081,749","10/404,414",35USC102
"5,362,788","09/357,957",35USC103
"4,727,500","08/568,904",35USC103
"5,565,145","11/805,207",35USC103
"7,268,387","12/700,802",35USC102
"6,015,884","09/248,964",35USC102
"6,132,461","13/301,268",35USC102
"5,419,759","10/601,656",35USC102
"6,583,114","09/806,110",35USC102
"5,740,048","09/176,587",35USC102
"4,752,024","12/302,900",35USC102
"6,560,656","09/716,717",35USC102
"6,649,679","11/300,070",35USC102
"5,419,423","09/607,019",35USC102
"6,169,593","09/619,477",35USC102
"7,612,092","12/400,562",35USC102
"5,840,299","09/010,377",35USC103
"7,813,958","12/500,317",35USC103
"7,552,781","13/404,620",35USC102
"2,071,365","11/103,910",35USC102
"5,024,221","11/700,738",35USC102
"6,806,540","11/605,209",35USC119
"5,166,141","11/304,691",35USC102
"5,997,871","12/001,035",35USC102
"6,415,353","10/500,400",35USC102
"6,111,515","09/135,238",35USC102
"4,748,969","12/301,094",35USC102
"6,871,190","09/902,928",35USC102
"6,496,568","09/704,573",35USC102
"6,909,837","10/006,874",35USC102
"5,706,097","10/001,893",35USC102
"6,409,175","11/201,499",35USC102
"5,976,294","09/158,308",35USC102
"4,958,236","11/601,063",35USC103
"5,670,448","09/614,829",35USC102
"6,600,703","10/605,222",35USC102
"5,108,745","08/786,533",35USC102
"6,274,887","13/309,758",35USC102
"5,573,506","09/334,858",35USC102
"4,613,497","09/347,315",35USC102
"5,237,337","08/809,620",35USC119
"6,334,856","09/606,909",35USC103
"6,507,159","12/001,786",35USC102
"4,981,784","08/959,013",35USC103
"6,360,205","12/502,721",35USC102
"6,557,013","09/709,900",35USC102
"6,012,047","10/903,440",35USC102
"6,167,383","09/518,916",35USC102
"5,427,908","10/803,622",35USC102
"4,950,598","09/277,064",35USC102
"5,794,207","09/231,415",35USC102
"5,815,665","09/036,236",35USC102
"5,695,504","09/701,531",35USC102
"3,802,271","12/300,332",35USC102
"5,844,596","08/811,648",35USC102
"5,774,666","09/705,514",35USC102
"6,893,792","11/600,884",35USC102
"7,020,523","10/901,258",35USC102
"5,613,558","10/802,340",35USC102
"4,763,990","09/806,936",35USC102
"5,215,126","08/766,607",35USC102
"5,717,867","09/524,310",35USC102
"4,921,706","09/284,683",35USC102
"5,278,202","09/271,098",35USC102
"5,359,075","09/806,340",35USC102
"4,518,383","11/501,351",35USC102
"4,486,423","10/305,252",35USC103
"6,201,536","09/024,278",35USC102
"6,078,914","09/113,751",35USC102
"7,109,033","10/506,670",35USC102
"5,491,097","09/410,368",35USC102
"5,461,146","09/708,233",35USC102
"3,210,434","10/404,525",35USC102
"5,837,538","09/711,724",35USC102
"5,562,678","10/803,444",35USC102
"5,919,440","11/202,322",35USC102
"4,669,473","10/202,530",35USC103
"6,290,909","11/200,369",35USC102
"5,854,039","09/903,508",35USC119
"4,760,076","12/601,692",35USC102
"6,047,111","09/364,070",35USC103
"5,779,548","09/171,236",35USC102
"4,980,639","09/702,831",35USC102
"5,011,912","10/201,323",35USC102
"5,225,183","08/999,752",35USC102
"6,029,150","09/527,717",35USC102
"5,006,594","11/602,832",35USC102
"6,029,395","10/405,046",35USC102
"6,455,043","12/100,303",35USC103
"6,013,572","11/103,690",35USC103
"4,519,678","09/406,684",35USC102
"4,682,596","09/314,247",35USC102
"6,294,744","09/600,890",35USC102
"5,584,085","10/404,962",35USC102
"6,269,686","10/804,379",35USC102
"6,689,806","11/303,168",35USC103
"5,874,780","09/331,763",35USC102
"5,525,782","10/800,061",35USC103
"5,221,455","10/900,256",35USC103
"5,897,621","09/714,315",35USC102
"5,600,767","10/500,260",35USC102
"4,995,074","08/999,308",35USC103
"6,637,257","10/705,615",35USC102
"5,268,170","08/716,169",35USC102
"5,643,722","10/303,090",35USC102
"6,172,719","09/512,268",35USC102
"5,357,439","09/284,067",35USC122
"6,406,455","10/001,002",35USC103
"5,093,380","10/304,969",35USC102
"6,631,247","09/804,825",35USC102
"6,324,897","10/103,904",35USC102
"6,183,744","10/002,211",35USC102
"6,253,218","10/706,617",35USC102
"6,197,498","10/202,189",35USC102
"6,088,783","09/801,843",35USC103
"6,559,189","11/400,795",35USC102
"6,303,318","11/400,825",35USC102
"6,096,704","10/303,287",35USC102
"6,681,111","10/804,265",35USC102
"3,308,163","08/567,564",35USC102
"7,154,534","10/602,343",35USC102
"6,362,076","10/500,381",35USC102
"4,756,839","10/805,089",35USC102
"5,973,133","10/902,871",35USC102
"5,906,616","11/500,707",35USC102
"6,071,305","09/716,146",35USC102
"5,821,562","09/614,286",35USC102
"6,310,183","11/304,429",35USC102
"6,292,478","09/909,784",35USC102
"6,215,484","08/838,242",35USC102
"6,884,265","11/300,284",35USC102
"5,643,651","09/808,395",35USC103
"7,903,546","12/504,021",35USC102
"5,554,516","08/480,472",35USC102
"6,280,957","09/805,801",35USC103
"6,080,912","09/701,014",35USC119
"4,420,425","10/204,489",35USC102
"5,769,640","09/600,952",35USC102
"6,998,267","11/704,055",35USC119
"6,296,642","11/101,859",35USC102
"5,421,816","10/500,861",35USC102
"5,757,907","09/222,336",35USC102
"5,881,105","09/356,260",35USC102
"4,848,637","11/204,060",35USC102
"6,343,316","11/200,540",35USC102
"6,214,806","09/241,653",35USC102
"5,760,394","09/349,380",35USC102
"7,640,006","12/703,032",35USC102
"5,912,324","09/716,356",35USC119
"7,898,288","12/700,856",35USC102
"6,846,323","10/705,424",35USC102
"5,607,416","09/529,638",35USC102
"2,732,537","09/622,137",35USC119
"4,907,973","11/204,646",35USC119
"5,788,388","09/318,268",35USC102
"7,534,809","11/906,095",35USC102
"5,728,379","10/500,173",35USC103
"6,067,548","11/900,626",35USC102
"6,575,980","11/002,573",35USC102
"6,529,878","09/808,475",35USC102
"5,508,169","09/030,571",35USC122
"6,637,483","09/610,891",35USC102
"6,889,096","10/801,195",35USC102
"5,624,429","09/706,294",35USC103
"3,681,361","11/300,206",35USC102
"6,502,917","10/400,107",35USC119
"6,000,788","09/525,477",35USC102
"6,015,662","11/304,986",35USC102
"6,317,718","11/903,927",35USC102
"5,708,780","09/145,167",35USC103
"6,181,870","11/503,952",35USC102
"6,599,323","10/802,395",35USC102
"5,258,175","09/700,057",35USC102
"5,763,415","11/203,800",35USC102
"6,151,729","11/702,867",35USC102
"5,497,151","10/902,975",35USC102
"5,474,796","10/601,913",35USC102
"5,597,460","10/400,186",35USC102
"7,145,695","11/001,071",35USC102
"5,556,945","09/904,557",35USC102
"6,741,968","11/102,049",35USC102
"6,162,192","09/621,670",35USC122
